Reporting Economy;Product/Sector;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Spain;SI3_AGG - MATE - Textiles;3757;3961;4419;4284;3476;3773;4302;4003;4342;4535;3894;4128;4525;4722;4483;4014;4983;4884
Spain;SI3_AGG - MACL - Clothing;4145;4863;5723;7048;7129;7151;9628;9983;11592;12531;11790;12827;14359;14907;15155;12403;15749;16660
Sri Lanka;SI3_AGG - TO - Total merchandise;6347;6886;7740;8452;7345;8602;10236;9380;10208;11298;10547;10310;11360;11890;11940;10047;12499;13107
Sri Lanka;SI3_AGG - AG - Agricultural products;1496;1695;2015;2327;2108;2561;2980;2732;2914;3208;2879;2856;3281;3215;3087;2968;3526;3342
Sri Lanka;SI3_AGG - AGFO - Food;1369;1515;1839;2076;1878;2233;2577;2426;2651;2916;2622;2583;2981;2915;2789;2630;3144;2960
Sri Lanka;SI3_AGG - MI - Fuels and mining products;223;131;163;137;103;86;105;103;94;357;241;226;384;473;424;327;320;371
Sri Lanka;SI3_AGG - MIFU - Fuels;1;8;2;2;2;13;44;33;32;295;184;164;295;374;337;272;236;284
Sri Lanka;SI3_AGG - MA - Manufactures;4322;4777;5212;5489;4793;5524;6926;6501;6969;7699;7319;7227;7695;7971;8265;6628;8520;9126
Sri Lanka;SI3_AGG - MAIS - Iron and steel;4;5;3;4;2;1;3;5;1;4;3;10;5;8;14;6;9;7
Sri Lanka;SI3_AGG - MACH - Chemicals;82;80;81;86;83;98;140;142;147;170;168;183;203;212;222;222;289;270
Sri Lanka;SI3_AGG - MACHPH - Pharmaceuticals;25;11;3;3;3;3;3;4;3;7;7;6;9;4;7;6;7;7
Sri Lanka;SI3_AGG - MAMT - Machinery and transport equipment;275;353;516;424;308;441;530;574;452;627;667;581;894;541;532;397;702;696
Sri Lanka;SI3_AGG - MAMTOF - Office and telecom equipment;62;45;30;35;12;16;10;19;13;59;30;37;62;19;16;11;10;9
Sri Lanka;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;55;39;25;8;4;0;0;3;1;5;5;7;14;2;1;1;0;0
Sri Lanka;SI3_AGG - MAMTOTTL - Telecommunications equipment;3;3;2;22;3;10;5;10;6;47;16;20;34;4;3;3;1;2
Sri Lanka;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;4;3;3;5;5;5;5;6;6;6;9;11;13;13;12;8;8;6
Sri Lanka;SI3_AGG - MAMTTE - Transport equipment;104;135;146;103;121;180;218;217;140;204;333;207;421;115;140;66;141;122
Sri Lanka;SI3_AGG - MAMTAU - Automotive products;18;25;29;20;6;9;13;18;16;23;13;47;27;20;17;16;20;26
Sri Lanka;SI3_AGG - MATE - Textiles;136;154;162;169;139;172;198;226;236;267;285;302;309;331;365;425;461;450
Sri Lanka;SI3_AGG - MACL - Clothing;2874;3048;3272;3437;3265;3491;4211;4005;4517;4919;4772;4828;4988;5202;5469;4347;5385;5864
Sudan;SI3_AGG - TO - Total merchandise;4824;5657;8879;11671;8257;11404;10193;4066;4790;4350;3169;3094;4100;3478;3735;3803;5027;4357
Sudan;SI3_AGG - AG - Agricultural products;507;424;;434;561;523;667;810;1411;1379;1730;2066;2050;2078;2025;1887;2089;2892
Sudan;SI3_AGG - AGFO - Food;299;299;;300;452;405;562;713;1243;1337;1677;2004;1794;1802;1744;1615;1802;2211
Sudan;SI3_AGG - MI - Fuels and mining products;3763;4817;7600;8999;7171;9809;7443;960;1881;1260;632;337;584;534;410;175;242;432
Sudan;SI3_AGG - MIFU - Fuels;3745;4796;7550;8935;7152;9784;7407;955;1717;1254;627;336;549;509;391;160;201;402
Sudan;SI3_AGG - MA - Manufactures;107;64;;65;67;37;44;124;216;118;148;137;91;91;125;151;380;147
Sudan;SI3_AGG - MAIS - Iron and steel;0;0;;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Sudan;SI3_AGG - MACH - Chemicals;2;3;;1;0;4;10;79;137;11;13;12;18;15;10;21;29;16
Sudan;SI3_AGG - MACHPH - Pharmaceuticals;0;0;;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0
Sudan;SI3_AGG - MAMT - Machinery and transport equipment;99;58;;33;46;6;5;6;10;2;2;2;;56;114;130;177;18
Sudan;SI3_AGG - MAMTOF - Office and telecom equipment;0;0;;1;2;1;1;0;0;0;0;0;;0;0;3;6;1
Sudan;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;0;0;;1;1;0;0;0;0;0;0;0;;0;0;0;0;0
Sudan;SI3_AGG - MAMTOTTL - Telecommunications equipment;0;0;;0;1;1;0;0;0;0;0;0;;0;0;0;0;0
Sudan;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;;0;;;;0;0;0;0;0;;;;0;0;3;6;1
Sudan;SI3_AGG - MAMTTE - Transport equipment;64;46;;5;11;3;2;5;8;1;2;2;;48;113;126;151;4
Sudan;SI3_AGG - MAMTAU - Automotive products;1;6;;4;1;2;1;1;2;0;0;0;;13;52;9;18;1
Sudan;SI3_AGG - MATE - Textiles;0;0;;;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Sudan;SI3_AGG - MACL - Clothing;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
Suriname;SI3_AGG - TO - Total merchandise;997;1175;1359;1743;1402;2026;2467;2695;2416;2113;1652;1439;1992;2180;2155;2193;2291;2579
Suriname;SI3_AGG - AG - Agricultural products;68;43;46;70;69;59;114;130;97;133;634;260;133;362;325;245;225;224
Suriname;SI3_AGG - AGFO - Food;67;42;46;69;63;49;98;109;76;106;158;108;74;153;156;157;153;138
Suriname;SI3_AGG - MI - Fuels and mining products;28;56;64;193;69;269;229;140;193;207;225;196;146;7;7;5;91;213
Suriname;SI3_AGG - MIFU - Fuels;27;53;59;188;65;264;221;130;185;200;113;99;140;0;0;0;74;198
Suriname;SI3_AGG - MA - Manufactures;24;36;36;40;41;39;96;52;57;70;34;15;46;27;26;113;118;258
Suriname;SI3_AGG - MAIS - Iron and steel;0;0;0;0;0;0;8;2;1;0;0;;0;;;0;1;6
Suriname;SI3_AGG - MACH - Chemicals;3;4;4;10;6;4;7;6;8;6;2;2;7;1;1;5;9;13
Suriname;SI3_AGG - MACHPH - Pharmaceuticals;0;0;0;0;0;0;0;0;1;1;;;0;;;;0;0
Suriname;SI3_AGG - MAMT - Machinery and transport equipment;15;21;24;19;19;21;59;23;28;30;19;5;23;16;11;97;93;188
Suriname;SI3_AGG - MAMTOF - Office and telecom equipment;2;2;3;3;2;1;2;1;1;1;1;1;1;0;1;1;2;2
Suriname;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;0;0;0;0;0;0;0;1;0;1;0;1;0;;0;0;0;0
Suriname;SI3_AGG - MAMTOTTL - Telecommunications equipment;2;2;3;3;2;1;2;1;0;0;0;0;1;0;1;0;2;2
Suriname;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;;;;;0;0;0;0;0;0;;;;;;;0;0
Suriname;SI3_AGG - MAMTTE - Transport equipment;3;11;15;6;8;5;10;5;12;8;4;3;7;1;5;8;26;40
Suriname;SI3_AGG - MAMTAU - Automotive products;1;3;1;3;1;2;2;1;1;2;0;1;1;0;1;0;2;13
Suriname;SI3_AGG - MATE - Textiles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Suriname;SI3_AGG - MACL - Clothing;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;0;0
Sweden;SI3_AGG - TO - Total merchandise;130962;147793;168817;183327;130781;158549;186963;172345;167550;164645;140023;139290;152920;165968;160576;155496;189524;197841
Sweden;SI3_AGG - AG - Agricultural products;9973;11237;13334;14241;12029;14088;15273;14921;16305;16802;14604;15092;15640;17097;16451;16969;21142;21526
Sweden;SI3_AGG - AGFO - Food;4634;5271;6070;7232;6484;7481;8371;8589;9714;9966;8899;9659;9855;10547;10272;10649;12067;12842
Sweden;SI3_AGG - MI - Fuels and mining products;11136;14473;15840;21854;13428;19567;24656;26447;21979;22116;14831;13972;17814;20809;18004;15303;25329;32440
Sweden;SI3_AGG - MIFU - Fuels;7076;8734;9283;14524;8545;11903;14921;17351;14177;14415;9216;8403;10638;13230;10974;7544;13941;21559
Sweden;SI3_AGG - MA - Manufactures;109132;121156;138583;145936;103651;121433;142325;126905;125394;122684;108108;107583;117139;125856;124045;120897;140672;141674
Sweden;SI3_AGG - MAIS - Iron and steel;7769;8389;11336;11587;5394;8211;10367;8369;7013;7128;5973;5893;6996;7544;7401;6073;8358;9199
Sweden;SI3_AGG - MACH - Chemicals;14629;16985;18705;20079;17651;18735;19709;19000;19812;19676;17883;17355;19130;20341;21739;23052;25928;28355
Sweden;SI3_AGG - MACHPH - Pharmaceuticals;7240;8740;8703;9125;8902;9193;8886;8468;8632;8626;8433;8084;8535;9432;11103;12447;11677;13766
Sweden;SI3_AGG - MAMT - Machinery and transport equipment;59161;65298;74285;77020;50505;61295;74790;64347;63778;62132;55074;55632;61833;67610;65031;61455;71596;69522
Sweden;SI3_AGG - MAMTOF - Office and telecom equipment;14750;15271;14856;15851;11774;15465;17211;12515;11517;11523;9946;9582;9240;9437;9644;9816;10804;10202
Sweden;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;1688;2125;2682;2643;2008;2160;2537;2475;2590;2569;1992;2026;2263;2509;2365;2305;2697;2526
Sweden;SI3_AGG - MAMTOTTL - Telecommunications equipment;12413;12343;11230;11966;8650;11782;12992;8803;8502;8646;7627;7224;6673;6601;6922;7134;7548;6975
Sweden;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;650;803;944;1242;1116;1523;1682;1236;425;308;327;332;304;327;358;377;559;701
Sweden;SI3_AGG - MAMTTE - Transport equipment;22217;24335;28631;27853;14314;19426;26231;21966;22942;22259;21229;23045;25759;29157;28331;24575;28861;28331
Sweden;SI3_AGG - MAMTAU - Automotive products;19128;20943;24129;23135;11096;15918;22536;18579;19106;18004;17355;19360;23234;26459;25267;22129;25952;25380
Sweden;SI3_AGG - MATE - Textiles;991;1035;1112;1112;809;873;946;881;894;940;833;872;932;907;893;949;1099;1017
Sweden;SI3_AGG - MACL - Clothing;1030;1219;1338;1492;1320;1524;1879;1884;2013;2046;1845;1857;1949;2053;2383;2698;3235;3280
Switzerland;SI3_AGG - TO - Total merchandise;130930;147856;172078;200759;172474;195609;234819;312464;357852;311204;289720;302900;299603;310749;313934;319318;380194;401731
Switzerland;SI3_AGG - AG - Agricultural products;3999;4657;5940;7554;7291;7906;9274;9004;9698;10040;9246;9198;9517;9953;9838;10032;11303;10972
Switzerland;SI3_AGG - AGFO - Food;3441;4093;5265;6829;6761;7312;8623;8414;9119;9435;8746;8720;9071;9464;9396;9574;10724;10389
Switzerland;SI3_AGG - MI - Fuels and mining products;6351;8919;10138;13255;9774;13364;16044;16444;12243;10312;7553;6323;6975;8186;8471;8301;12543;17537
Switzerland;SI3_AGG - MIFU - Fuels;2788;3747;4141;6035;4886;5514;7313;7322;3648;3466;2772;1867;2069;2908;2550;1944;4277;9851
Switzerland;SI3_AGG - MA - Manufactures;118520;131445;152760;175548;152600;168750;202092;194650;201157;211965;198629;202881;212443;225697;230792;226875;267609;269573
Switzerland;SI3_AGG - MAIS - Iron and steel;1489;1672;2066;2338;1283;1735;2167;1779;1809;1825;1559;1468;1697;1872;1460;1216;1846;2089
Switzerland;SI3_AGG - MACH - Chemicals;44437;50681;58003;67248;66476;72292;83540;83568;86714;92583;88015;95957;100121;106767;115430;125018;144390;142176
Switzerland;SI3_AGG - MACHPH - Pharmaceuticals;25319;30544;35490;43015;44470;49061;57726;58869;62330;67168;64882;71310;71712;76867;84892;90210;102867;99327
Switzerland;SI3_AGG - MAMT - Machinery and transport equipment;32846;35729;41930;47775;37120;40447;48791;43032;43917;45027;41125;39697;41845;43237;41567;38520;43981;44147
Switzerland;SI3_AGG - MAMTOF - Office and telecom equipment;3144;2771;3130;3481;2850;3243;3476;3201;3312;3189;3087;3205;3434;3605;3568;3446;3799;3864
Switzerland;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;747;740;1026;1114;886;945;1116;983;1022;992;958;956;1133;1213;1260;1223;1317;1168
Switzerland;SI3_AGG - MAMTOTTL - Telecommunications equipment;1568;1202;1099;1124;985;1054;1071;1055;1169;1125;1074;1231;1095;924;904;885;896;1947
Switzerland;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;830;828;1005;1244;979;1244;1289;1163;1120;1072;1055;1018;1206;1468;1404;1337;1587;748
Switzerland;SI3_AGG - MAMTTE - Transport equipment;3907;4380;5371;6225;5253;4313;5825;5921;6204;6764;6570;5583;6009;5810;6239;5378;6353;6061
Switzerland;SI3_AGG - MAMTAU - Automotive products;1443;1621;1995;2004;1550;1704;2152;2111;2153;2291;2132;2153;2243;2408;2219;1994;2342;2164
Switzerland;SI3_AGG - MATE - Textiles;1566;1583;1749;1781;1376;1264;1384;1167;1164;1246;1064;1209;1197;1226;1120;1104;1106;1106
Switzerland;SI3_AGG - MACL - Clothing;1525;1618;1766;1910;1612;1366;1542;1409;1389;1386;1344;1525;2063;2563;2676;2812;3118;2954
Syrian Arab Republic;SI3_AGG - TO - Total merchandise;8708;10919;11546;15410;10855;12796;10513;3059;1709;1162;2357;2377;2555;2819;2730;4099;4012;4514
Syrian Arab Republic;SI3_AGG - AG - Agricultural products;1084;2133;2542;3318;2781;2577;;1167;893;649;;;;;;;;
Syrian Arab Republic;SI3_AGG - AGFO - Food;864;1899;2401;3157;2651;2386;;1022;750;484;;;;;;;;
Syrian Arab Republic;SI3_AGG - MI - Fuels and mining products;4456;4532;4881;6135;3881;5966;;611;248;228;;;;;;;;
Syrian Arab Republic;SI3_AGG - MIFU - Fuels;4375;4406;4746;5547;3667;5664;;273;0;82;;;;;;;;
Syrian Arab Republic;SI3_AGG - MA - Manufactures;876;3495;4014;4749;3008;2807;;1250;562;267;;;;;;;;
Syrian Arab Republic;SI3_AGG - MAIS - Iron and steel;43;39;40;380;59;59;;92;103;15;;;;;;;;
Syrian Arab Republic;SI3_AGG - MACH - Chemicals;199;535;613;750;687;703;;180;71;77;;;;;;;;
Syrian Arab Republic;SI3_AGG - MACHPH - Pharmaceuticals;30;62;113;195;245;89;;13;6;4;;;;;;;;
Syrian Arab Republic;SI3_AGG - MAMT - Machinery and transport equipment;75;514;568;666;390;243;;154;62;22;;;;;;;;
Syrian Arab Republic;SI3_AGG - MAMTOF - Office and telecom equipment;0;0;0;1;1;1;;2;1;0;;;;;;;;
Syrian Arab Republic;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;0;0;0;0;0;0;;0;0;0;;;;;;;;
Syrian Arab Republic;SI3_AGG - MAMTOTTL - Telecommunications equipment;0;0;0;1;1;1;;1;1;0;;;;;;;;
Syrian Arab Republic;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;;0;;;0;0;;0;0;0;;;;;;;;
Syrian Arab Republic;SI3_AGG - MAMTTE - Transport equipment;11;11;13;16;21;31;;13;3;3;;;;;;;;
Syrian Arab Republic;SI3_AGG - MAMTAU - Automotive products;8;8;8;10;15;25;;8;2;0;;;;;;;;
Syrian Arab Republic;SI3_AGG - MATE - Textiles;228;820;1045;1464;776;671;;273;151;28;;;;;;;;
Syrian Arab Republic;SI3_AGG - MACL - Clothing;139;864;975;557;516;384;;265;65;42;;;;;;;;
Chinese Taipei;SI3_AGG - TO - Total merchandise;198432;224017;246677;255629;203675;274601;308257;306409;311428;320092;285344;280321;317249;335909;330622;347193;447693;477778
Chinese Taipei;SI3_AGG - AG - Agricultural products;4468;4360;4557;5002;4325;5522;6769;6938;6266;6766;6222;6355;7157;7833;7547;6937;8485;7298
Chinese Taipei;SI3_AGG - AGFO - Food;2205;1932;2001;2489;2185;2736;3373;3761;3287;3902;3808;4003;4551;4994;5061;4674;5405;4858
Chinese Taipei;SI3_AGG - MI - Fuels and mining products;12161;15936;19832;24731;15677;20416;25084;28987;29138;26162;16747;16093;18163;21655;19820;13179;21104;27567
Chinese Taipei;SI3_AGG - MIFU - Fuels;8854;10785;13713;18539;11288;14359;17391;21542;23023;20023;11571;9822;10935;13817;12930;6265;10253;17546
Chinese Taipei;SI3_AGG - MA - Manufactures;171738;202367;220504;223081;180150;244758;270773;261938;263945;278121;254027;255709;290083;303939;299437;322893;414969;439958
Chinese Taipei;SI3_AGG - MAIS - Iron and steel;8773;10063;12218;12738;8581;10981;12902;11482;11145;11787;8919;8521;10792;11696;9782;8269;13783;13521
Chinese Taipei;SI3_AGG - MACH - Chemicals;19908;22391;28553;31218;25872;35516;40640;37971;39120;39017;32487;30886;35773;40477;34444;31046;45056;41480
Chinese Taipei;SI3_AGG - MACHPH - Pharmaceuticals;151;188;241;198;222;272;319;416;502;484;507;572;594;605;669;715;785;942
Chinese Taipei;SI3_AGG - MAMT - Machinery and transport equipment;94245;114107;120731;118973;98393;134751;147992;144086;147789;159944;151379;159778;188555;195828;201048;230143;291407;325548
Chinese Taipei;SI3_AGG - MAMTOF - Office and telecom equipment;56580;71035;72025;69976;61808;86893;96441;92201;96405;106587;101054;111783;134703;138237;148757;178234;224845;255383
Chinese Taipei;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;14931;14501;12665;10774;8674;11105;11117;9639;9698;10593;9596;9890;20988;22359;27291;30919;39747;42998
Chinese Taipei;SI3_AGG - MAMTOTTL - Telecommunications equipment;11563;11854;11945;11656;9504;14989;19703;16401;15753;14289;13604;15776;8512;7057;8650;10037;12067;13947
Chinese Taipei;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;30086;44681;47415;47546;43629;60799;65622;66161;70954;81705;77854;86118;105203;108821;112816;137278;173030;198437
Chinese Taipei;SI3_AGG - MAMTTE - Transport equipment;7967;8229;8943;10098;8678;10532;11747;12654;12071;13350;13366;12482;12690;13115;13127;12755;16831;18692
Chinese Taipei;SI3_AGG - MAMTAU - Automotive products;3820;3885;4138;4209;3642;4859;5755;6309;6491;6926;6711;6275;6533;6426;6335;5937;7638;8510
Chinese Taipei;SI3_AGG - MATE - Textiles;9706;9780;9732;9253;7891;9719;11016;10293;10217;10264;9678;8973;9236;9218;8507;7051;8555;8329
Chinese Taipei;SI3_AGG - MACL - Clothing;1561;1410;1274;1194;904;979;994;971;920;905;847;761;742;692;673;628;751;689
Tajikistan;SI3_AGG - TO - Total merchandise;909;1399;1468;1409;1010;1195;1257;1360;1162;977;891;899;1198;1073;1174;1407;2150;2142
Tajikistan;SI3_AGG - AG - Agricultural products;;;;;;;;;;;;160;156;193;175;172;252;271
Tajikistan;SI3_AGG - AGFO - Food;;;;;;;;;;;;27;23;21;25;29;45;66
Tajikistan;SI3_AGG - MI - Fuels and mining products;;;;;;;;;;;;516;664;710;543;397;693;1158
Tajikistan;SI3_AGG - MIFU - Fuels;;;;;;;;;;;;52;52;79;36;56;96;117
Tajikistan;SI3_AGG - MA - Manufactures;;;;;;;;;;;;102;163;164;174;148;180;186
Tajikistan;SI3_AGG - MAIS - Iron and steel;;;;;;;;;;;;3;4;6;8;4;16;9
Tajikistan;SI3_AGG - MACH - Chemicals;;;;;;;;;;;;3;3;8;9;6;13;17
Tajikistan;SI3_AGG - MACHPH - Pharmaceuticals;;;;;;;;;;;;0;0;0;0;0;0;0
Tajikistan;SI3_AGG - MAMT - Machinery and transport equipment;;;;;;;;;;;;34;41;21;23;10;19;18
Tajikistan;SI3_AGG - MAMTOF - Office and telecom equipment;;;;;;;;;;;;2;3;0;1;1;3;3
Tajikistan;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;;;;;;;;;;;;0;1;0;0;0;0;0
Tajikistan;SI3_AGG - MAMTOTTL - Telecommunications equipment;;;;;;;;;;;;2;2;0;1;0;3;2
Tajikistan;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;;;;;;;;;;;;0;0;0;0;;;0
Tajikistan;SI3_AGG - MAMTTE - Transport equipment;;;;;;;;;;;;16;26;9;16;5;9;10
Tajikistan;SI3_AGG - MAMTAU - Automotive products;;;;;;;;;;;;15;10;9;10;4;6;7
Tajikistan;SI3_AGG - MATE - Textiles;;;;;;;;;;;;12;38;39;42;41;54;59
Tajikistan;SI3_AGG - MACL - Clothing;;;;;;;;;;;;15;20;20;17;18;20;23
Tanzania;SI3_AGG - TO - Total merchandise;1679;1865;2139;3121;2982;4051;4735;5075;4559;4628;4834;4500;4113;4041;5005;6061;6391;6825
Tanzania;SI3_AGG - AG - Agricultural products;772;744;889;1104;980;1175;1141;1729;1499;2695;2571;1917;1827;849;1733;1865;2189;2192
Tanzania;SI3_AGG - AGFO - Food;612;620;726;883;767;955;972;1413;1295;2533;2374;1751;1670;804;1508;1666;1972;1945
Tanzania;SI3_AGG - MI - Fuels and mining products;160;209;265;467;553;1075;1105;974;544;856;697;392;146;82;163;496;315;623
Tanzania;SI3_AGG - MIFU - Fuels;40;18;15;69;21;77;36;69;99;95;129;41;47;33;106;66;66;256
Tanzania;SI3_AGG - MA - Manufactures;187;301;429;733;532;823;758;930;813;827;1154;775;663;2702;892;756;953;1096
Tanzania;SI3_AGG - MAIS - Iron and steel;16;15;10;58;19;44;47;50;49;27;19;10;25;90;66;58;77;98
Tanzania;SI3_AGG - MACH - Chemicals;26;91;59;93;80;176;131;157;90;142;111;106;152;273;175;214;255;272
Tanzania;SI3_AGG - MACHPH - Pharmaceuticals;1;1;3;4;8;3;5;3;2;2;1;1;1;56;4;8;3;2
Tanzania;SI3_AGG - MAMT - Machinery and transport equipment;32;64;96;200;154;180;188;271;245;157;407;53;37;797;131;86;92;100
Tanzania;SI3_AGG - MAMTOF - Office and telecom equipment;4;4;5;6;12;15;7;8;8;25;356;10;3;96;5;5;5;9
Tanzania;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;2;1;1;2;2;1;2;3;5;6;2;2;1;28;2;2;2;6
Tanzania;SI3_AGG - MAMTOTTL - Telecommunications equipment;3;3;4;3;10;12;5;5;3;19;353;8;1;63;2;2;1;3
Tanzania;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;0;0;0;1;1;1;0;0;0;0;0;0;0;5;1;1;2;1
Tanzania;SI3_AGG - MAMTTE - Transport equipment;11;20;22;40;24;33;40;86;102;61;10;18;12;178;66;43;44;41
Tanzania;SI3_AGG - MAMTAU - Automotive products;5;9;12;9;12;23;15;13;27;19;8;6;5;111;42;27;35;29
Tanzania;SI3_AGG - MATE - Textiles;30;39;56;111;122;116;115;106;103;180;265;82;120;19;103;85;115;131
Tanzania;SI3_AGG - MACL - Clothing;6;4;10;13;9;12;11;12;17;24;22;48;60;4;31;15;20;32
Thailand;SI3_AGG - TO - Total merchandise;110936;129722;153867;177778;152422;193306;222576;229106;228505;227462;214310;215388;236635;252957;246269;231634;272006;287068
Thailand;SI3_AGG - AG - Agricultural products;17816;21552;24986;31662;28004;35136;47601;42030;40357;39742;37028;37294;43748;44224;42982;41760;47389;52478
Thailand;SI3_AGG - AGFO - Food;12820;14684;17716;23293;22139;24999;31465;30704;29368;30848;28981;28986;32117;34024;33983;33362;36278;40815
Thailand;SI3_AGG - MI - Fuels and mining products;6136;8471;9576;13585;9411;12131;16040;17957;17254;14981;10905;8887;11772;14728;12235;10487;16477;18548
Thailand;SI3_AGG - MIFU - Fuels;4768;6507;6840;11299;7788;9644;12871;14938;14316;11984;8441;6269;8263;10658;8491;6185;9633;11019
Thailand;SI3_AGG - MA - Manufactures;84297;98322;116432;127155;109387;141514;158933;162861;167566;170018;162500;161853;175260;189025;168590;164406;198895;205797
Thailand;SI3_AGG - MAIS - Iron and steel;1643;1842;3836;2869;1515;1954;2006;3222;2623;1728;1337;1357;1828;2129;1601;1398;2366;2550
Thailand;SI3_AGG - MACH - Chemicals;8913;10440;12154;13778;12438;16932;22788;23125;24363;24716;20765;19775;22030;26538;24180;21496;28417;28152
Thailand;SI3_AGG - MACHPH - Pharmaceuticals;172;200;241;291;296;360;381;451;483;473;501;527;579;637;675;631;652;652
Thailand;SI3_AGG - MAMT - Machinery and transport equipment;49192;58371;68812;74342;61915;82409;85848;92928;95396;97868;96120;97565;105827;111617;96235;98723;118060;123914
Thailand;SI3_AGG - MAMTOF - Office and telecom equipment;23910;29354;32128;32544;29359;36024;34679;36327;35176;35836;35173;33641;38468;39664;33858;37316;42777;45531
Thailand;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;11561;14658;16610;17600;15606;18379;16581;19009;18041;18383;18083;16781;19479;20478;17634;19433;22191;19609
Thailand;SI3_AGG - MAMTOTTL - Telecommunications equipment;5811;6386;6256;6734;6370;8261;8875;9656;8989;9042;8403;7467;7569;7869;6505;7238;8432;20853
Thailand;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;6538;8311;9262;8210;7383;9384;9224;7662;8146;8412;8688;9392;11420;11316;9718;10645;12155;5068
Thailand;SI3_AGG - MAMTTE - Transport equipment;11097;13451;16778;20993;15454;23106;24692;30680;32624;32528;32289;34433;36551;39205;33321;30637;38565;39792
Thailand;SI3_AGG - MAMTAU - Automotive products;7983;9891;12669;16227;11683;18701;18279;24276;25946;26188;27083;28042;28836;30900;26324;22348;30715;30189
Thailand;SI3_AGG - MATE - Textiles;2764;2873;3114;3211;3002;3761;4072;3521;3874;3891;3523;3407;3592;3727;3558;2988;3310;3459
Thailand;SI3_AGG - MACL - Clothing;4085;4247;4073;4241;3724;4300;4561;4275;4100;4129;3769;3513;3567;3830;3885;4628;5441;4093
Timor-Leste;SI3_AGG - TO - Total merchandise;8;8;8;13;8;16;13;31;18;15;18;20;23;45;154;264;616;473
Timor-Leste;SI3_AGG - AG - Agricultural products;;;;;;;;;;;;;21;23;23;16;31;129
Timor-Leste;SI3_AGG - AGFO - Food;;;;;;;;;;;;;15;21;23;16;31;128
Timor-Leste;SI3_AGG - MI - Fuels and mining products;;;;;;;;;;;;;1;20;118;234;427;324
Timor-Leste;SI3_AGG - MIFU - Fuels;;;;;;;;;;;;;0;20;118;234;427;324
Timor-Leste;SI3_AGG - MA - Manufactures;;;;;;;;;;;;;2;0;1;0;0;19
Timor-Leste;SI3_AGG - MAIS - Iron and steel;;;;;;;;;;;;;0;;0;0;0;0
Timor-Leste;SI3_AGG - MACH - Chemicals;;;;;;;;;;;;;0;0;0;0;0;0
Timor-Leste;SI3_AGG - MACHPH - Pharmaceuticals;;;;;;;;;;;;;0;;0;0;0;0
Timor-Leste;SI3_AGG - MAMT - Machinery and transport equipment;;;;;;;;;;;;;1;;0;0;0;13
Timor-Leste;SI3_AGG - MAMTOF - Office and telecom equipment;;;;;;;;;;;;;0;;0;0;0;1
Timor-Leste;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;;;;;;;;;;;;;0;;0;0;0;0
Timor-Leste;SI3_AGG - MAMTOTTL - Telecommunications equipment;;;;;;;;;;;;;0;;0;0;0;0
Timor-Leste;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;;;;;;;;;;;;;0;;0;0;0;0
Timor-Leste;SI3_AGG - MAMTTE - Transport equipment;;;;;;;;;;;;;1;;0;0;0;1
Timor-Leste;SI3_AGG - MAMTAU - Automotive products;;;;;;;;;;;;;0;;0;0;0;0
Timor-Leste;SI3_AGG - MATE - Textiles;;;;;;;;;;;;;0;;0;0;0;0
Timor-Leste;SI3_AGG - MACL - Clothing;;;;;;;;;;;;;0;;0;0;0;0
Togo;SI3_AGG - TO - Total merchandise;660;630;677;853;903;976;1179;1314;1522;1324;1011;1036;1016;1080;1055;1207;1332;1443
Togo;SI3_AGG - AG - Agricultural products;109;104;70;125;124;123;175;206;237;208;238;212;253;259;289;313;328;393
Togo;SI3_AGG - AGFO - Food;77;74;44;91;103;103;122;136;173;145;170;156;171;161;182;241;254;335
